upm,nvivi,nhoga,trimestre,dpto,área,ingreso_ocup_pri,ingrem,ipcm,pobnopoi
4867,94,1,8,2,6, 7409923 , 8469252 , 941028 ,0
4867,95,1,8,2,6, 3842912 , 4783933 , 683419 ,0
4887,4,1,6,2,6, 2506044 , 3702303 , 1851152 ,0
4887,8,1,6,2,6, 2600783 , 2700471 , 1350236 ,0
4887,11,1,6,2,6, 179439 , 1500848 , 500283 ,1
4887,15,1,6,2,6, -   , 1794388 , 598129 ,1
4887,16,1,6,2,6, 1993765 , 4282745 , 856549 ,0
4887,27,1,6,2,6, -   , 1295947 , 431982 ,1
4887,33,1,6,2,6, -   , 2179742 , 435948 ,1
4887,36,1,6,2,6, 930423 , 1229488 , 175641 ,1
4887,37,1,6,2,6, 1213247 , 1761533 , 352307 ,1
4887,42,1,6,2,6, 1058772 , 2255031 , 751677 ,0
4887,43,1,6,2,6, 2613485 , 2812861 , 703215 ,0
4906,15,1,7,2,6, 22913983 , 24913983 , 12456992 ,0
4906,19,1,7,2,6, 14700000 , 18904667 , 2700667 ,0
4906,24,1,7,2,6, 5000000 , 16408333 , 4102083 ,0
4906,34,1,7,2,6, -   , 3266083 , 1633042 ,0
4906,35,1,7,2,6, 10000000 , 10784884 , 2156977 ,0
4906,36,1,7,2,6, 30265833 , 29982500 , 14991250 ,0
4906,39,1,7,2,6, 10000000 , 12988333 , 2597667 ,0
4926,4,1,8,2,6, 1984484 , 3101230 , 620246 ,0
4926,30,1,8,2,6, 9327075 , 9645540 , 1929108 ,0
4926,33,1,8,2,6, 1165473 , 1661594 , 830797 ,0
4926,40,1,8,2,6, -   , 1449147 , 362287 ,1
4926,42,1,8,2,6, 1309760 , 2004329 , 501082 ,1
4926,49,1,8,2,6, 2234612 , 2829957 , 565991 ,1
4926,53,1,8,2,6, 4564313 , 5407719 , 2703860 ,0
4926,56,1,8,2,6, 1528053 , 2721803 , 1360901 ,0
4926,61,1,8,2,6, 1289915 , 3839977 , 1279992 ,0
4926,67,1,8,2,6, 324132 , 1337166 , 334292 ,1
4948,3,1,6,2,6, 356833 , 1256833 , 628417 ,0
4948,5,1,6,2,6, 119917 , 1519917 , 506639 ,1
4948,17,1,6,2,6, 2400000 , 3446250 , 1723125 ,0
4948,18,1,6,2,6, 5807946 , 6653155 , 2217718 ,0
4948,20,1,6,2,6, 2859167 , 3359167 , 1119722 ,0
4948,32,1,6,2,6, -   , 1833333 , 611111 ,1
4948,40,1,6,2,6, 3200000 , 4968683 , 1242171 ,0
4948,43,1,6,2,6, 600000 , 1588333 , 529444 ,1
4970,4,1,8,2,6, 1891895 , 3634508 , 1211503 ,0
4970,6,1,8,2,6, 1734237 , 2900232 , 966744 ,0
4970,17,1,8,2,6, 2956086 , 6801872 , 2267291 ,0
4970,29,1,8,2,6, 2364869 , 4021920 , 2010960 ,0
4970,46,1,8,2,6, -   , 1285898 , 428633 ,1
4970,49,1,8,2,6, 197401 , 985691 , 985691 ,0
4970,54,1,8,2,6, 492681 , 1159443 , 579721 ,1
4970,56,1,8,2,6, -   , 1364243 , 1364243 ,0
4970,59,1,8,2,6, 493502 , 1183256 , 236651 ,1
4970,63,1,8,2,6, 790096 , 1934002 , 483501 ,1
4970,66,1,8,2,6, -   , 2082481 , 1041240 ,0
4970,73,1,8,2,6, 1970724 , 2436308 , 812103 ,0
4989,2,1,8,2,6, 1171264 , 1966692 , 393338 ,1
4989,3,1,8,2,6, 210300 , 985137 , 328379 ,1
4989,4,1,8,2,6, 42419 , 338942 , 338942 ,1
4989,6,1,8,2,6, 1877975 , 3162906 , 1054302 ,0
4989,10,1,8,2,6, 1337810 , 2042051 , 510513 ,1
4989,11,1,8,2,6, 97193 , 294875 , 294875 ,1
4989,14,1,8,2,6, 3226411 , 3881231 , 970308 ,0
4989,16,1,8,2,6, 2873925 , 3170447 , 528408 ,1
4989,24,1,8,2,6, 1485726 , 1881089 , 470272 ,1
4989,33,1,8,2,6, 22569 , 319091 , 79773 ,1
4989,34,1,8,2,6, 711654 , 1615388 , 323078 ,1
4989,35,1,8,2,6, -   , 1445547 , 481849 ,1
5016,3,1,8,2,6, 4599670 , 6196778 , 1549194 ,0
5016,13,1,8,2,6, 2069260 , 3382321 , 845580 ,0
5016,23,1,8,2,6, 2797443 , 3347603 , 836901 ,0
5016,33,1,8,2,6, 670711 , 1557537 , 778769 ,0
5016,34,1,8,2,6, 985362 , 3153980 , 1576990 ,0
5016,38,1,8,2,6, 1569123 , 1864732 , 372946 ,1
5016,39,1,8,2,6, 1970724 , 3943813 , 1314604 ,0
5016,46,1,8,2,6, 135487 , 529632 , 529632 ,1
5016,50,1,8,2,6, -   , 1675116 , 558372 ,1
5016,52,1,8,2,6, 5025347 , 5616564 , 2808282 ,0
5016,54,1,8,2,6, 295609 , 1840722 , 920361 ,0
5036,4,1,5,2,6, 2001565 , 3412293 , 1706146 ,0
5036,7,1,5,2,6, 1911078 , 3562369 , 593728 ,1
5036,11,1,5,2,6, 803045 , 1053240 , 351080 ,1
5036,14,1,5,2,6, 1835602 , 2806361 , 701590 ,0
5036,21,1,5,2,6, 1000782 , 1423196 , 355799 ,1
5036,22,1,5,2,6, 287141 , 2088550 , 522137 ,1
5036,27,1,5,2,6, 238520 , 438676 , 109669 ,1
5036,48,1,5,2,6, -   , 1541205 , 770603 ,0
5036,50,1,5,2,6, 1601252 , 2209061 , 368177 ,1
5036,53,1,5,2,6, 3482723 , 3773367 , 1257789 ,0
5036,67,1,5,2,6, 6004695 , 8006260 , 2001565 ,0
5056,8,1,7,2,6, 268494 , 1763817 , 587939 ,1
5056,19,1,7,2,6, 422346 , 1033321 , 516661 ,1
5056,22,1,7,2,6, 605024 , 2060668 , 515167 ,1
5056,28,1,7,2,6, 543799 , 2039123 , 509781 ,1
5056,37,1,7,2,6, 682034 , 1080787 , 270197 ,1
5056,44,1,7,2,6, 353062 , 1349945 , 674972 ,0
5056,45,1,7,2,6, 87227 , 1084110 , 542055 ,1
5056,46,1,7,2,6, 170550 , 469615 , 156538 ,1
5056,49,1,7,2,6, -   , 1246103 , 1246103 ,0
5056,54,1,7,2,6, 196469 , 1652502 , 236072 ,1
5056,56,1,7,2,6, 1495323 , 3205172 , 1068391 ,0
5086,2,1,6,2,6, -   , 814121 , 814121 ,0
5086,6,1,6,2,6, 6180670 , 6778800 , 1129800 ,0
5086,14,1,6,2,6, 2652538 , 19892150 , 3978430 ,0
5086,15,1,6,2,6, 1794388 , 2927843 , 2927843 ,0
5086,30,1,6,2,6, -   , 1794388 , 1794388 ,0
5086,36,1,6,2,6, 2193141 , 2698104 , 1349052 ,0
5086,41,1,6,2,6, 797506 , 1930629 , 965314 ,0
5086,43,1,6,2,6, 3887841 , 4956777 , 1652259 ,0
5086,44,1,6,2,6, 1346098 , 1744851 , 581617 ,1
5086,49,1,6,2,6, 1495323 , 3362899 , 672580 ,0
5086,52,1,6,2,6, 6659174 , 9779831 , 2444958 ,0
5107,8,1,5,2,6, 229116 , 831944 , 831944 ,0
5107,14,1,5,2,6, 511349 , 787645 , 787645 ,0
5107,17,1,5,2,6, 1062484 , 2127206 , 354534 ,1
5107,26,1,5,2,6, 180681 , 1185394 , 296349 ,1
5107,27,1,5,2,6, 1808484 , 2190275 , 730092 ,0
5107,29,1,5,2,6, 321508 , 793137 , 396569 ,1
5107,35,1,5,2,6, 1004713 , 1160444 , 1160444 ,0
5107,36,1,5,2,6, 1808484 , 2109898 , 1054949 ,0
5107,37,1,5,2,6, 1205656 , 1507070 , 1507070 ,0
5107,38,1,5,2,6, 2009427 , 2813197 , 703299 ,0
5107,39,1,5,2,6, 632969 , 1537211 , 384303 ,1
5129,1,1,8,2,6, 8121642 , 11049801 , 3683267 ,0
5129,2,1,8,2,6, 2914815 , 7797053 , 2599018 ,0
5129,7,1,8,2,6, 593045 , 1093871 , 364624 ,1
5129,12,1,8,2,6, 1383771 , 2109477 , 703159 ,0
5129,13,1,8,2,6, 9884080 , 10687162 , 2671790 ,0
5129,16,1,8,2,6, -   , 1209914 , 1209914 ,0
5129,17,1,8,2,6, 2965224 , 3898985 , 974746 ,0
5129,23,1,8,2,6, 9093354 , 13106994 , 3276749 ,0
5129,24,1,8,2,6, 2714498 , 4317126 , 719521 ,0
5129,27,1,8,2,6, 695427 , 1328712 , 332178 ,1
5129,29,1,8,2,6, 1234892 , 3112868 , 518811 ,1
5129,35,1,8,2,6, 2703296 , 2999818 , 749955 ,0
5150,5,1,6,2,6, 797506 , 1096571 , 1096571 ,0
5150,15,1,6,2,6, 151360 , 3142007 , 1047336 ,0
5150,23,1,6,2,6, 8553250 , 8852315 , 2213079 ,0
5150,36,1,6,2,6, -   , 1495323 , 1495323 ,0
5150,39,1,6,2,6, 2557834 , 3594787 , 898697 ,0
5150,41,1,6,2,6, 1020143 , 1618467 , 539489 ,1
5150,71,1,6,2,6, 130425 , 1635718 , 817859 ,0
5150,86,1,6,2,6, 116295 , 814112 , 203528 ,1
5150,87,1,6,2,6, -   , 896529 , 896529 ,0
5150,88,1,6,2,6, 7014756 , 7842169 , 1307028 ,0
5171,12,1,6,2,6, 1036758 , 2033640 , 677880 ,0
5171,14,1,6,2,6, -   , 1031358 , 1031358 ,0
5171,16,1,6,2,6, 1806517 , 2404646 , 801549 ,0
5171,18,1,6,2,6, 3588776 , 4725542 , 2362771 ,0
5171,19,1,6,2,6, 4565721 , 7598902 , 7598902 ,0
5171,25,1,6,2,6, 593145 , 1290963 , 322741 ,1
5171,26,1,6,2,6, 3489088 , 4087217 , 2043609 ,0
5171,30,1,6,2,6, 196409 , 1990797 , 995399 ,0
5171,33,1,6,2,6, 175368 , 474433 , 118608 ,1
5171,36,1,6,2,6, 1196259 , 3051664 , 610333 ,1
5171,39,1,6,2,6, 186500 , 1083694 , 270924 ,1
5171,40,1,6,2,6, 68951 , 716925 , 119487 ,1
5189,6,1,5,3,1, 1514207 , 3449499 , 3449499 ,0
5189,8,1,5,3,1, 5451144 , 6460616 , 3230308 ,0
5189,10,1,5,3,1, 6056827 , 6662510 , 2220837 ,0
5189,24,1,5,3,1, 2927466 , 4037885 , 4037885 ,0
5189,28,1,5,3,1, 2523678 , 5198777 , 649847 ,1
5189,29,1,5,3,1, 6359669 , 7873875 , 1574775 ,0
5189,41,1,5,3,1, 12921231 , 16050592 , 2006324 ,0
5189,48,1,5,3,1, 2220837 , 2725572 , 681393 ,1
5189,53,1,5,3,1, 1776669 , 2735667 , 911889 ,0
5189,59,1,5,3,1, 3331255 , 4311674 , 1437225 ,0
5189,64,1,5,3,1, 20189424 , 33918232 , 16959116 ,0
5202,15,1,5,3,1, 3843005 , 10848482 , 3616161 ,0
5202,28,1,5,3,1, 2501956 , 3294242 , 3294242 ,0
5202,32,1,5,3,1, 2501956 , 3502739 , 1167580 ,0
5202,46,1,5,3,1, 3602817 , 4603599 , 2301800 ,0
5202,56,1,5,3,1, -   , 1501174 , 750587 ,1
5202,63,1,5,3,1, 3332606 , 4133232 , 826646 ,1
5202,82,1,5,3,1, 5604382 , 6104773 , 2034924 ,0
5202,84,1,5,3,1, -   , 867345 , 173469 ,1
5202,88,1,5,3,1, 2001565 , 2501956 , 625489 ,1
5215,13,1,7,3,1, 2043195 , 2243508 , 1121754 ,0
5215,17,1,7,3,1, 4406891 , 6894114 , 1378823 ,0
5215,34,1,7,3,1, 7010963 , 11943677 , 2985919 ,0
5215,58,1,7,3,1, 3004699 , 4006265 , 2003132 ,0
5215,61,1,7,3,1, 3805951 , 5291608 , 1763869 ,0
5215,62,1,7,3,1, 26591582 , 30115340 , 7528835 ,0
5215,74,1,7,3,1, 1001566 , 2604072 , 868024 ,0
5215,79,1,7,3,1, 8373371 , 9738313 , 2434578 ,0
5215,83,1,7,3,1, 6710493 , 8212843 , 1642569 ,0
5215,97,1,7,3,1, 3485450 , 4729804 , 1182451 ,0
5227,4,1,8,3,1, 1773652 , 4729738 , 1182435 ,0
5227,12,1,8,3,1, 6798998 , 11660118 , 3886706 ,0
5227,21,1,8,3,1, 20692604 , 26128518 , 6532130 ,0
5227,23,1,8,3,1, 20791140 , 32871680 , 5478613 ,0
5227,24,1,8,3,1, 2956086 , 3941448 , 1970724 ,0
5227,25,1,8,3,1, 7390216 , 16028557 , 3205711 ,0
5227,35,1,8,3,1, 16110670 , 21854575 , 5463644 ,0
5227,55,1,8,3,1, 12841161 , 15344753 , 1918094 ,0
5227,60,1,8,3,1, 4631202 , 6601926 , 1650482 ,0
5227,63,1,8,3,1, 1773652 , 2604061 , 868020 ,0
5239,1,1,6,3,1, -   , 2953264 , 2953264 ,0
5239,2,1,6,3,1, 3987529 , 3987529 , 996882 ,0
5239,7,1,6,3,1, -   , 3424617 , 3424617 ,0
5239,12,1,6,3,1, 19369813 , 25520975 , 4253496 ,0
5239,46,1,6,3,1, 5183788 , 11769857 , 3923286 ,0
5239,47,1,6,3,1, 1577861 , 4568508 , 2284254 ,0
5239,52,1,6,3,1, 34890881 , 37756917 , 9439229 ,0
5252,2,1,5,3,1, 2201721 , 2201721 , 733907 ,1
5252,9,1,5,3,1, 2602034 , 2812199 , 937400 ,0
5252,15,1,5,3,1, 500391 , 1939516 , 969758 ,0
5252,20,1,5,3,1, 400313 , 1486162 , 495387 ,1
5252,24,1,5,3,1, -   , 3002347 , 1501174 ,0
5252,43,1,5,3,1, 22117293 , 23336367 , 7778789 ,0
5252,49,1,5,3,1, 9507433 , 21516823 , 4303365 ,0
5252,56,1,5,3,1, 2001565 , 3202504 , 800626 ,1
5252,57,1,5,3,1, 1601252 , 2602034 , 650509 ,1
5252,64,1,5,3,1, 5003912 , 6456715 , 3228357 ,0
5264,25,1,8,3,1, 3953632 , 7395969 , 2465323 ,0
5264,28,1,8,3,1, -   , 5028526 , 2514263 ,0
5264,35,1,8,3,1, 2965224 , 5002048 , 833675 ,1
5264,42,1,8,3,1, 9192429 , 11912420 , 1985403 ,0
5264,51,1,8,3,1, 11317673 , 13759865 , 4586622 ,0
5264,53,1,8,3,1, -   , 3813608 , 953402 ,0
5264,64,1,8,3,1, 8895672 , 10463946 , 2615987 ,0
5264,68,1,8,3,1, 9884080 , 11080758 , 3693586 ,0
5264,74,1,8,3,1, 2965224 , 3984812 , 996203 ,0
5276,5,1,6,3,1, 3000000 , 5241667 , 1048333 ,0
5276,22,1,6,3,1, 3000000 , 5987500 , 2993750 ,0
5276,23,1,6,3,1, -   , 8026675 , 2675558 ,0
5276,29,1,6,3,1, 300000 , 1290008 , 215001 ,1
5276,39,1,6,3,1, 4500000 , 7000000 , 2333333 ,0
5276,42,1,6,3,1, -   , 800000 , 800000 ,1
5276,51,1,6,3,1, -   , 1600000 , 1600000 ,0
5276,52,1,6,3,1, 4000000 , 4920016 , 1230004 ,0
5434,2,1,6,3,1, 2492206 , 5432373 , 905395 ,0
5434,11,1,6,3,1, 5183788 , 5606798 , 934466 ,0
5434,33,1,6,3,1, 398753 , 1395635 , 697818 ,1
5434,44,1,6,3,1, 10267888 , 15052923 , 3763231 ,0
5434,45,1,6,3,1, 1993765 , 11244666 , 3748222 ,0
5434,48,1,6,3,1, 11763211 , 14654365 , 2930873 ,0
5434,59,1,6,3,1, -   , 1595012 , 797506 ,1
5434,63,1,6,3,1, -   , 1295947 , 1295947 ,0
5434,67,1,6,3,1, 3887841 , 8074747 , 4037373 ,0
5434,71,1,6,3,1, 598129 , 1694700 , 847350 ,1
5446,11,1,7,3,1, 2442362 , 4431557 , 738593 ,1
5446,35,1,7,3,1, 6778800 , 10515642 , 1752607 ,0
5446,37,1,7,3,1, 5183788 , 6196122 , 1549030 ,0
5446,38,1,7,3,1, 2171553 , 3296283 , 1098761 ,0
5446,55,1,7,3,1, 2392518 , 3042348 , 760587 ,1
5446,72,1,7,3,1, 3608714 , 4653447 , 1551149 ,0
5446,86,1,7,3,1, 7177553 , 7875370 , 1312562 ,0
5446,96,1,7,3,1, 4386282 , 5873464 , 1957821 ,0
5446,100,1,7,3,1, 3190023 , 6380047 , 797506 ,1
5446,104,1,7,3,1, 4206843 , 6200608 , 3100304 ,0
5459,7,1,8,3,1, 8688107 , 11658273 , 1165827 ,0
5459,14,1,8,3,1, 1186090 , 2174498 , 1087249 ,0
5459,25,1,8,3,1, 2649302 , 4360154 , 726692 ,1
5459,29,1,8,3,1, 5100185 , 8954977 , 2238744 ,0
5459,30,1,8,3,1, 9488717 , 12669744 , 2111624 ,0
5459,31,1,8,3,1, 6918856 , 12632985 , 3158246 ,0
5459,38,1,8,3,1, 9884080 , 23104038 , 23104038 ,0
5459,40,1,8,3,1, 8223555 , 9508485 , 2377121 ,0
5459,47,1,8,3,1, 8931255 , 10413867 , 3471289 ,0
5459,50,1,8,3,1, 5318004 , 6306412 , 2102137 ,0
5624,2,1,6,3,1, 4087217 , 6969869 , 2323290 ,0
5624,4,1,6,3,1, -   , 1268361 , 634181 ,1
5624,6,1,6,3,1, -   , 14547836 , 7273918 ,0
5624,11,1,6,3,1, 4386282 , 5443172 , 680397 ,1
5624,28,1,6,3,1, -   , 6062185 , 2020728 ,0
5624,37,1,6,3,1, 6180670 , 6978176 , 1744544 ,0
5624,43,1,6,3,1, 4329073 , 5585339 , 1396335 ,0
5624,44,1,6,3,1, -   , 1595012 , 797506 ,1
5624,50,1,6,3,1, 3239867 , 4505908 , 2252954 ,0
5624,55,1,6,3,1, -   , 1499477 , 1499477 ,0
5636,5,1,7,3,1, 2750865 , 3773373 , 943343 ,0
5636,7,1,7,3,1, 2900000 , 2900000 , 1450000 ,0
5636,13,1,7,3,1, 8040000 , 8340000 , 2085000 ,0
5636,16,1,7,3,1, 400000 , 2260000 , 753333 ,1
5636,28,1,7,3,1, 4460000 , 5590000 , 1118000 ,0
5636,31,1,7,3,1, 3140000 , 4840000 , 806667 ,1
5636,42,1,7,3,1, -   , 4210800 , 842160 ,1
5636,47,1,7,3,1, 9000000 , 10000000 , 2500000 ,0
5636,56,1,7,3,1, 3300000 , 5020016 , 836669 ,1
5636,62,1,7,3,1, -   , 1260008 , 252002 ,1
5636,65,1,7,3,1, 2557432 , 3118344 , 1559172 ,0
5636,69,1,7,3,1, 7500000 , 10800008 , 1800001 ,0
5709,2,1,6,3,1, -   , 3900000 , 3900000 ,0
5709,3,1,6,3,1, 3000000 , 5400000 , 1350000 ,0
5709,4,1,6,3,1, 3300000 , 4758333 , 1189583 ,0
5709,9,1,6,3,1, -   , 9479167 , 9479167 ,0
5709,28,1,6,3,1, -   , 9961583 , 4980791 ,0
5709,33,1,6,3,1, -   , 4132000 , 4132000 ,0
5709,36,1,6,3,1, 4000000 , 4000000 , 2000000 ,0
5709,49,1,6,3,1, 2800000 , 9814953 , 3271651 ,0
5709,56,1,6,3,1, 4067009 , 10548089 , 3516030 ,0
5709,57,1,6,3,1, 1200000 , 2283333 , 761111 ,1
5709,58,1,6,3,1, 7400000 , 14560008 , 2912002 ,0
5782,25,1,5,3,1, 3533149 , 4441673 , 634525 ,1
5782,29,1,5,3,1, 2119890 , 3415378 , 1707689 ,0
5782,30,1,5,3,1, 4138832 , 4734420 , 789070 ,1
5782,33,1,5,3,1, 2523678 , 3015664 , 603133 ,1
5782,39,1,5,3,1, 2422731 , 3735043 , 466880 ,1
5782,46,1,5,3,1, 8030343 , 16168737 , 3233747 ,0
5782,64,1,5,3,1, 6541373 , 8185970 , 629690 ,1
5782,68,1,5,3,1, 5128114 , 5746448 , 1149290 ,0
5782,74,1,5,3,1, 3028414 , 4643567 , 1160892 ,0
5795,2,1,6,3,1, 3000000 , 3730112 , 932528 ,0
5795,8,1,6,3,1, 2550000 , 2550000 , 2550000 ,0
5795,16,1,6,3,1, 4400000 , 5950000 , 1983333 ,0
5795,28,1,6,3,1, 5150000 , 6482836 , 1620709 ,0
5795,29,1,6,3,1, -   , 2000000 , 1000000 ,0
5795,30,1,6,3,1, 5500000 , 6860008 , 1372002 ,0
5795,33,1,6,3,1, 3800000 , 4562500 , 912500 ,0
5795,34,1,6,3,1, 1500000 , 2820016 , 564003 ,1
5795,43,1,6,3,1, 400000 , 2228250 , 1114125 ,0
5795,50,1,6,3,1, 100000 , 1164667 , 582333 ,1
5795,55,1,6,3,1, 2700000 , 3200000 , 3200000 ,0
5865,4,1,6,3,1, 2492206 , 2950967 , 1475483 ,0
5865,6,1,6,3,1, 3887841 , 4731453 , 1577151 ,0
5865,16,1,6,3,1, 10965705 , 11663523 , 2915881 ,0
5865,24,1,6,3,1, -   , 2352975 , 1176487 ,0
5865,33,1,6,3,1, 6654563 , 7404419 , 1234070 ,0
5865,42,1,6,3,1, -   , 5809120 , 2904560 ,0
5865,52,1,6,3,1, 1196259 , 3947654 , 1315885 ,0
5865,58,1,6,3,1, 2791270 , 3246708 , 811677 ,1
5865,59,1,6,3,1, 5283476 , 8760103 , 2190026 ,0
5878,5,1,5,3,1, -   , 2511783 , 837261 ,1
5878,10,1,5,3,1, 100471 , 2210369 , 442074 ,1
5878,26,1,5,3,1, -   , 1641518 , 1641518 ,0
5878,27,1,5,3,1, 2009427 , 2511783 , 502357 ,1
5878,32,1,5,3,1, 8416029 , 8918385 , 2229596 ,0
5878,33,1,5,3,1, 2833291 , 3536591 , 1768295 ,0
5878,34,1,5,3,1, 1004713 , 1915039 , 383008 ,1
5878,39,1,5,3,1, 401885 , 703299 , 703299 ,1
5878,48,1,5,3,1, 1004713 , 1939097 , 1939097 ,0
5878,49,1,5,3,1, -   , 3817910 , 3817910 ,0
5878,51,1,5,3,1, 7032993 , 8498200 , 1699640 ,0
5891,13,1,5,3,1, 9007042 , 11508998 , 2877250 ,0
5891,14,1,5,3,1, 5504304 , 12126148 , 3031537 ,0
5891,28,1,5,3,1, -   , 7739384 , 3869692 ,0
5891,34,1,5,3,1, 2201721 , 2201721 , 2201721 ,0
5891,36,1,5,3,1, 6505086 , 7476679 , 2492226 ,0
5891,37,1,5,3,1, 2001565 , 3502739 , 3502739 ,0
5891,42,1,5,3,1, 5103991 , 5163999 , 860666 ,0
5891,43,1,5,3,1, 1601252 , 3478720 , 1739360 ,0
5891,44,1,5,3,1, 9407355 , 13510563 , 4503521 ,0
5891,50,1,5,3,1, 650509 , 1711299 , 570433 ,1
5891,54,1,5,3,1, 3102426 , 3402660 , 1701330 ,0
5990,11,1,5,3,1, 1160892 , 1644746 , 548249 ,1
5990,13,1,5,3,1, 2422731 , 3028414 , 3028414 ,0
5990,14,1,5,3,1, 3028414 , 4542620 , 1135655 ,0
5990,19,1,5,3,1, 1110418 , 1514207 , 302841 ,1
5990,29,1,5,3,1, 3835991 , 5420019 , 2710010 ,0
5990,32,1,5,3,1, 1453639 , 1453639 , 290728 ,1
5990,37,1,5,3,1, -   , 4138832 , 2069416 ,0
5990,41,1,5,3,1, -   , 9867581 , 3289194 ,0
5990,50,1,5,3,1, 8883346 , 13899577 , 4633192 ,0
5990,51,1,5,3,1, 5753986 , 6771575 , 1692894 ,0
5990,52,1,5,3,1, -   , 2904908 , 2904908 ,0
6032,1,1,6,3,1, 2392518 , 3389400 , 1694700 ,0
6032,10,1,6,3,1, 2542050 , 4706714 , 1568905 ,0
6032,12,1,6,3,1, 4984412 , 4984412 , 1246103 ,0
6032,13,1,6,3,1, 6444390 , 10988984 , 2747246 ,0
6032,17,1,6,3,1, 6255436 , 7222516 , 3611258 ,0
6032,19,1,6,3,1, 15152611 , 19957974 , 2851139 ,0
6032,30,1,6,3,1, -   , 15194148 , 7597074 ,0
6032,33,1,6,3,1, 398753 , 1973827 , 986913 ,0
6032,39,1,6,3,1, -   , 1296584 , 1296584 ,0
6032,43,1,6,3,1, 2990647 , 3987529 , 1993765 ,0
6032,51,1,6,3,1, 1595012 , 4386282 , 2193141 ,0
6046,3,1,7,3,1, 50741 , 898091 , 898091 ,0
6046,11,1,7,3,1, -   , 1425542 , 1425542 ,0
6046,15,1,7,3,1, 2442362 , 6347565 , 1586891 ,0
6046,39,1,7,3,1, 498441 , 2621800 , 1310900 ,0
6046,43,1,7,3,1, 1993765 , 2651902 , 662975 ,1
6046,44,1,7,3,1, 4884723 , 5383164 , 1345791 ,0
6046,45,1,7,3,1, 1595012 , 3389400 , 847350 ,1
6046,46,1,7,3,1, 2442362 , 3040491 , 1520246 ,0
6046,48,1,7,3,1, 3588776 , 5084100 , 2542050 ,0
6046,50,1,7,3,1, 996882 , 1487011 , 297402 ,1
6046,56,1,7,3,1, -   , 1450800 , 725400 ,1
6121,1,1,5,3,1, 3516496 , 6859211 , 3429606 ,0
6121,3,1,5,3,1, 502357 , 3616968 , 602828 ,1
6121,7,1,5,3,1, 2511783 , 9389883 , 2347471 ,0
6121,11,1,5,3,1, 6731579 , 7736292 , 1547258 ,0
6121,14,1,5,3,1, 8941948 , 18989081 , 3164847 ,0
6121,18,1,5,3,1, 8017612 , 16356732 , 2726122 ,0
6121,19,1,5,3,1, 13061273 , 16552651 , 3310530 ,0
6121,20,1,5,3,1, 5989008 , 8500791 , 2833597 ,0
6121,25,1,5,3,1, 18979609 , 21993749 , 7331250 ,0
6121,42,1,5,3,1, 1004713 , 3375837 , 1687918 ,0
6121,46,1,5,3,1, 11554203 , 23610762 , 5902690 ,0
6193,7,1,8,3,1, -   , 1472295 , 736148 ,1
6193,28,1,8,3,1, 344877 , 1359800 , 1359800 ,0
6193,36,1,8,3,1, 3744376 , 6207781 , 689753 ,1
6193,39,1,8,3,1, 3350231 , 4001456 , 1000364 ,0
6193,43,1,8,3,1, 6261031 , 8231756 , 2057939 ,0
6193,44,1,8,3,1, 6661048 , 7744946 , 1936237 ,0
6193,54,1,8,3,1, 985362 , 1537785 , 1537785 ,0
6193,57,1,8,3,1, 5086677 , 5639366 , 1127873 ,0
6193,60,1,8,3,1, 985362 , 2009593 , 401919 ,1
6193,62,1,8,3,1, 2956086 , 3668306 , 917076 ,0
6193,63,1,8,3,1, 4926810 , 4926810 , 2463405 ,0
6206,1,1,7,3,1, 5408457 , 6309867 , 1577467 ,0
6206,2,1,7,3,1, 2604072 , 6510180 , 6510180 ,0
6206,12,1,7,3,1, -   , 2403759 , 2403759 ,0
6206,17,1,7,3,1, 1502349 , 2634119 , 878040 ,0
6206,18,1,7,3,1, 8613469 , 9114252 , 3038084 ,0
6206,19,1,7,3,1, -   , 1138781 , 1138781 ,0
6206,27,1,7,3,1, -   , 5383418 , 2691709 ,0
6206,39,1,7,3,1, 600940 , 1302036 , 1302036 ,0
6206,43,1,7,3,1, -   , 2130498 , 2130498 ,0
6206,48,1,7,3,1, 3505482 , 12002101 , 4000700 ,0
6206,64,1,7,3,1, 600940 , 1094211 , 1094211 ,0
6206,67,1,7,3,1, -   , 2478876 , 826292 ,1
6218,7,1,5,3,1, 5504304 , 6954187 , 3477094 ,0
6218,9,1,5,3,1, 500391 , 6184002 , 3092001 ,0
6218,14,1,5,3,1, 400313 , 5589370 , 5589370 ,0
6218,23,1,5,3,1, 4003130 , 5003912 , 1667971 ,0
6218,25,1,5,3,1, 3222520 , 7217310 , 1443462 ,0
6218,26,1,5,3,1, 2001565 , 15812363 , 15812363 ,0
6218,28,1,5,3,1, -   , 4753717 , 4753717 ,0
6218,40,1,5,3,1, 5554343 , 11183244 , 1863874 ,0
6218,43,1,5,3,1, -   , 5103991 , 5103991 ,0
6218,46,1,5,3,1, 6286702 , 7287485 , 1821871 ,0
6231,4,1,7,3,1, 6420000 , 7980008 , 2660003 ,0
6231,5,1,7,3,1, -   , 992083 , 992083 ,0
6231,8,1,7,3,1, 1200000 , 1700000 , 1700000 ,0
6231,18,1,7,3,1, 2380000 , 3680000 , 1226667 ,0
6231,20,1,7,3,1, 3721283 , 9691387 , 3230462 ,0
6231,25,1,7,3,1, -   , 3357624 , 1678812 ,0
6231,27,1,7,3,1, 3000000 , 5410016 , 1803339 ,0
